content,sentiment
bank bca minta npwp bank mandiri minta npwp jadi tanya apa npwp jawab npwp yg wajib bayar pajak pk kalau bpk milik npwp bapak kantor pajak oke kantor pajak sekali kantor pajak pratama malah bingung bapak mau bajar pajak apa jawab tau punya rumah tanah pk kendara punya jadi apa yg bayar pk yaa trimaksi,1
patuh pajak mau login aja susah nya tengah mati aplikasi gk niat bukan mudah sulit,0
muas,0
ntaps,1
terlalu ruwet,0
bayar pajak sini tak mudah bayar tokopedia padahal aplikasi bagus harap bayar pajak tuh kayak transfer duit via bank mudah top up gopay ovo shopee contoh bayar tentu jenis pajak tinggal klik objek pajak trsu tinggal bayar aja ganti profil foto aja ga bisa,0
heh gimana sih ko password salah browser aja bener masuk ko sini terang password salah bener aja kalo buat apps,0
now easy login and editing profile,1
oke,1
tlong baik aplikasi nya baru mau buka sda bilang eror,0
kok gak buka,0
aplikasi error mending gausah bikin aplikasi dri website aja sudah,0
aplikasi error apa sedang ganggu,0
eror eror mau masuk keluar sendiri eror minta restat aplikasi trus padahal belum lancar2 aja,0
tingkat terus,1
aplikasi eror,0
apk gak buka,0
aplikasi buka mau login aplikasi error kalu udah baru kasih bintang 5,0
bolak balik instal tetap eror kerja kalian apa sih benar nya,0
akses pa masuk appnya malah blank kosong,0
aplikasi guna,0
ngelag terus fatal error bla bla bla,0
server maintenance kah plis baik cepat jangan tagih pajak bisa,0
aplikasi tdk biasa buka dn guna,0
error,0
parah sih ini gk buka minta restart malah error,0
password udah sesuai kok tulis password slaah trw by hp by pc gabisa mau apaaa,0
mantap bantu,1
bagus,1
ga daftar online,0
bagus,1
,1
mau bikin billing code pajak aja gabisa app gaje emang,0
banyak yg perlu perbaikin lot pa buka apk nya cek profil ga,0
aplikasi payah gak guna gak pakai,0
aplikasi tdk jelas apa kalau daftar pindah wab terus apa gua aplikasi,0
good,1
kalau siap mending jangan publis ini mending buka lewat browser,0
duit rakyat pake bikin aplikasi sampah tidak guna daftar npwp online susah amat terus aja minta validasi data dan loading,0
beri terima,1
login padahal password udah benar terang salah password mulu coba login lalu chrome bisa gilir app password salah padahal password sama apa guna login lalu chrome,0
sengaja bikin ulas buat maki2 aja daftar cuma muter2 aja trus g jelas aplikasi g pegawai perintah tolol makan gaji buta kerja g becus,1
baik,1
aplikasi tolol,0
susah,1
update data kolom profil ada atur baru nmr npwp awal nya 15 digit jadi 16 digit aplikasi update data mandiri sekian terima kasih,1
aplikasi gajelas gabisa login padahal website bisa yg bikin aplikasi payah,0
sangat bantu ingat lapor spt tahun,1
pusing,0
login coba lupa pasword login,0
mau log in susah bener padahal password sama npwp bener coba benerin systm nya wahai aplikator,0
mantap,1
terimakasih sangat bantu,1
susah mau bayar pajak app tidk bantu mau buat kede billing tak bisa tak cara paling mudah bayar pajak,0
good,1
,1
bismillah,1
aplikasi bagus kurang bantu pilih jenis pajak pilih jenis setor pajak buka,0
oke,1
lah mau daftar npwp ribet bgt ngesave data eror terus nyoba datang kantor ndak tanggap malah bilang memang begitu mutu,0
g jelass app ap iniii app buat rakyat susah tambah susah via link browser masuk email n passwordnya via app nehhh mana salah terus app g jelas app g guna maaf uninstall g ribet n buat bikin penuh memory hape,0
bantu,1
layan bobrok tdk dpt instal,0
gak login allah knp,0
aplikasi apa gk pake,0
server kurang baik,1
bagus,1
buat apa bikin aplikasi kalau gak sama sekali,0
bintang 5 tuk staf meja informasi kpp ambon staf lain,1
ga login diweb bisa gajebo nih apk entah siapa salaaahhh kutaktahuuuu,0
aplikasi jadi buka via browser niat hati registrasi login respons nya selalu jadi salah 2 hari ini nya baik saja mohon perhati terima kasih,0
mau daftar aja ngga bisa susaaaaahhhh,0
negara yg butuh kok suru rakyat yg kantor pajak efin sm nope gak waktu mau nyangkul baru dpt makan pak,0
gana kalau npwp,1
keren,1
mantaaap,1
ga lebih ribet pak daftar harus cukup no ktp sama email aja ngapain kantor pajak segala oia kalo susah buat apa mudah,0
up date data pribadi alamat tinggal,0
ah uy ah lier,0
aplikasi gabisa login padahal web bisa,0
,0
login pake nik pak admin,1
baik masa login web masuk apknya gagal login,0
buat kode billing g dg aplikasi,0
aplikasi kurang bgus mhon perhati,0
gak banget buat aplikasi nya udh bikin peribet susah buat aktivasi nya lagi ngk org kompeten yg rekrut ngk sih buat ngolah app,0
,1
mantab,1
betul kata orang belah gak,0
verifikasi email aja gak msuk2 email,0
,1
baik sekali,1
reset password link reset ga kirim kirim niat gak sih bikin layan,0
praktis simpel mudah aman good,1
woy knapa jam kerja siang sore lu ga mikir kerja pa gimana tambah sabtu libur,0
mau daftar mp wp,1
useless,0
mau bayar pajak susah mau buka akun aja minta efin syarat isi formulir yg digital setengah2 digital banyak tanya gimana mau maju indonesia,0
aplikasi perintah alokasi dana besar mutu semua lelet bikin kesal buang2 waktu,0
rumit,0
susah banget daftar npwp online loading mulu,0
aplikasi t l ol,0
revisi aplikasi daftar pajak gak mau uang pajak nanti awak bayar pajak ngamuk,0
gak akses gak login,0
,1
aplikasi guna no npwp password sesuai websitenya login payah,0
sangat mutu orang mau daftar npwp malah minta masukin nomor npwp pusat lah blm punya makanya mau buat pa udah isi identitas malah gak next atau preview emank blm layak aplikasi perintah padahal,0
gak komen aplikasi wakil semua sengaja scroll bawah baca ulas tahun lalu kok seperti gak satu respon admin sekian,0
apa sih salah mulu password udah ganti sama aja,0
mau aktivasi malah eror terus gmna,0
lancar sangat mudah,1
payah kali ngurus pajak online,1
bagus,1
suka,1
mantap,1
,1
mau tanya gimana cara login email password nya ingat,1
login guna akun djp padalan website djp login normal,0
mudah sgalanya di mudah,1
good,1
buat ebiling guna klik jenis pajak jenis setor mau muncul pilih yg isi tahun biaya terang,1
top,1
fitur nya gak sekomplit versi web dimnaa ubah profil alamat email nomor hp terus klo kerja ubah denga verifikasi e-ktp,1
jos banget,1
buat npwp online sulit,0
mau bikin betul spt kok ga lewat aplikasi yah mesti lwt web baru aduuuh tlg baik plis,0
sungguh sangat bagong nik npwp sama password udah benar salah terus riset password masuk lagih salah terus kalau engga suruh tempat kerja male pemerintahhan sekarang sungguh beban rakyat,0
aplikasi eror siap bayar pajak kerja malah gk centang siap bayar malah centang kalo kerja mau bayar pajak gimana mau pinjol apk paksa hendak bgt apknya klo tadi tak record jadi bukti tu kalo apknya banyak eror butuh nomer npwp nya buat daftar kerja kalo dah kerja baru bayar pajak bukan ma anggur disuru bayar pajak lawack,0
apk guna,0
minimal server benerin,0
sy mw lapor tahun thn 2021 yg blm tp gk nerima verifikasi buat masuk pdhl msh pulsa bata jam nya,0
bsgai mana dapat kode efin,0
kagak login ya,1
baik,1
baik sekali,1
code verifikasi nya blm masuk uda 2 hari uda ku coba spam blm masuk,0
segala aplikasi perintah error sistem yg kata bantu mudah fakta tetapa kantor lapor manua dgan ala aplikasi sedang baik sistem,0
error 404 terus isi catat umkm,1
aplikasi nya eror mulu gmana,0
paja penuh problem,0
alhamdulillah,1
susah banget daftar na,0
haha,0
aplikasi busuk ganti kata sandi salah,0
sangat buruk,0
balikin data gua anjingvvvv,0
kalau tambah fitur download kartu npwp nya,1
keren banget manfaat bangsa,1
layan perintah buruk 1 sim sulit giring nembak 2 semua aplikasi plat merah mayoritas bad 3 pajak dapat aplikasi 4 apa semua ba layan serah suasta,0
gak buat log in,0
captcha nya nyebelin bgt asli orang udh bener ngulang mulu,0
masuk kata sandi no npwp salah mulu padahal situs kalo mau masuk pake kata sandi sama ajah ko d aplikasi gk bisa,0
ichblaboy,1
aplikasi jelas mau daftar aja susah hubung presiden,0
kartu npwp aplikasi m pajak akses,0
baik menu catat umkm kode error 402 percuma pake aplikasi kalau fungsi maksimal catat manual,1
astagaa kelas negara buat aplikasi kalah ama soppee,0
good aplication,1
,1
parah aplikasi ribet masa online hr lapor dulu kantor,0
aplikasi nya sangat mudah guna sangat bantu,1
mau login aja susah jelas jelas udh aktivasi email,0
bagus,1
masuk akun sendiri aja super ribet mungkin uang licin dulu baru kasih efin,0
benar aplikasi bagus bantu catat omset data omset input data hilang semua bgmn ya,1
mantap malah lebih bagus app pake web makas banyak djp,1
slowrespon,0
coba ajar,1
keren,1
sangat bantu,1
ngaco mah baru buka kluar sendiri aneh,0
bantu apa ngga aplk,1
kasi banyak komplain ga satu jawab kait benah apps nya,0
aplikasi ribet banget gak malah sulit pantas semua orang yg kerja paja masuk neraka gin emang bikin web sama apk gak yg bantu,0
bagus,1
suka sekali aplikasi sangat bantu,1
,1
daftar buat npwp bisa cara gimana yah,0
ko ga masuk,1
aplikasi layan kurang maksimal mau anti paswor email pajak watu anti paswor baru masuk pw baru server kerja seolah2 semua ma yg beres server jalan baik server yg kurang baik akn beri sempat oknum2 yg suka laku curang,0
susah banget medapatkan kode efin naya,0
lebih mudah praktis,1
daftar aja sekarang online bikin ribet aja udah gitu ngisi data validasi data aja nunggu nya lama banget buruk banget layan sekarang padahal minta sama usaha tempat gw kerja se cepet nya,0
kecewa susah login,0
mantap pokok na mah,1
g nambah catat utk umkm,1
bulan januari tengah april guna sekarang tgl 20 april tgl 9 mei 2022 guna hasil catat hari bulan januari april hilang,0
allahu akbar,1
aplikasi sangat bantu wajib pajak sangat bantu ringan seluruh wajib pajak se indonesia lapor pajak taat pajak pajak bangun negeri yg sama sama cinta terima kasih,1
baik karna susah login,0
kok ga isi catat umkm nya catat lama muncul,0
,1
,1
bikin bigung,0
baru mau daftar ngisi alamat email pertama kali terang chaptcha salah ulang yg dua terang email pernah guna semua serba online makin mudah,0
good,1
jendela profil buka,0
mantap,1
sandi suda benar tetep masuk ganti sandi baru login pakai sandi baru tetep aja salah apk jelek yg temu,0
tiap kali download bagus ehh pa lama lama mau lihat profil selalu keluar sendiri baik terima kasih,0
sarana mudah pengechekan pajak,1
buat aplikasi sogo dosen ya kok input data gak jelas,0
okay,1
aplikasi ribet bat login gagal kata sandi salah lupa kata sandi tak kunjung kirim email chat wa ga kunjung balas haha alih isi npwp effin mulu ribet bos,0
sy simpan catat hasil aplikasi ini kemarin sy buka kok catat hilang semua sy cek yg bulan belum hilang semua,1
mohon maaf besar aplikasi bagus tinggal catat lalu buat kode billing bayar pakai e-wallet mudah bayar kemarin udah input omset warung lalu kendala data hilang semua maklum baru mulai jadi buku jadi omset udah catat lupa lagi apa solusi maklum baru rintis terus usaha orang tua kalau biar mudah warung aplikasi sekali lapor spt nya,1
bantu skli,1
ribet web daftar npwp sering error guna sama sekali kalau kaya gin wajar aja orang lebih neng pakai jasa calo,0
,1
aplikasi perbaikin knapa mau prose isi form no 2 error validasi muter muter loadingnya lama awal baik berantas pungli dengan sistem online jadi jangan gara garain maintenance nya ngak beres,0
mohon maaf buat e-billing ya,0
aplikasi kurang canggih cara lapor pajak tele ga tutorial pula nanya sana sini,0
ruwet bestiee,0
bingung kirain buka kode efin asa waktu dulu efin gak kasih sama kpp nya uninstal lah gak simpen lama,0
aplikasi bagus selalu jadi eror,0
,1
w dah tlpn minta kode efin susah bgt ngabisin pulsa doang hetdah,0
udah pakek 4 email ga hasil sama sekali masa tiap nunggu validasi data doang jam bener dong iya kalo jadi kagak,0
mantap aplikasi yg sangat bagus sekali sangat bantu buat npwp ga perlu kantor cabang cuma lewat hape langsung punya npwp moga sukses selalu,1
lupa pasword suruh pake efin efin apa aja sy ga ngerti baca syarat bikin efin udah mumet sendiri hadehhhh mboh ra tak gagasss,0
gua udah punya npwp gojek mau punya npwp online udah gua download apk mau coba daptar eh malah minta isi efin apa sih efin itu mana gua dapat bagaimana cara nya,0
tahu berapa pajak,1
very good,1
chapca gamuncul2 web dfatar npwp hr pake pungli mulu heran,0
kirim npwp fisik gk payah gk sesuai kata online ko ribet,0
keren,1
sangat bantu,1
aplikasi ganggu apa gmn kok login mau masuk profil trus keluar aplikasi sendiri,1
nice,1
mau aktif akun kok minta nomor efin kantor pajak ribet sih baru temu aplikasi mobile kayak gin gmn mau pakek aplikasi kalo sulit percuma krn kantor pajak knp gak sekali aja downloadnya wajib pakek wifi kantor pajak aja,0
bikin npwp loading validasi nya lama,0
mau login malah mau masukin verifikasi eh yg kirim email trs aplikasi kg gw log out masuk malah balik awal terus aje gitu terus sampe gw pusing,0
makin pusing urus pajaak,1
top,1
kantor dulu terus guna online apa hadeh,0
memang bikin ribet lapor kantor kantor sulit akhir lewat orang yg ujung gerat,0
susah banget masuk nya,1
gak aplikasi perintah bagus satu pun mending swasta kalau bikin aplikasi niat mudah guna malah punya perintah kalah jauh sama punya swasta sampah beud dah,0
sangat buruk aplikasi tiap mau masuk menu aplikasi langsung keluar ulang masuk baru masuk menu,0
mau daptar aja susah,0
gk jelas moga hari mu senin,0
moga hasil lapor,1
,1
mayan,1
eror guna,0
bukan makin enak makin rumit,0
aduh kmha ie teh,1
mantap,1
validasi data validasi data validasi data gituuuu aja terus sampe presiden ukraina joinan rokok bareng sama presiden rusiagak bayar pajek gak rugi,0
mau taat ribet bank aja urus duit gede gak pake efin bayar pajak lapor ngurus efin ribet anjir,0
server lot sama lot inovasi perintah,0
coba,1
ribet banget mau ngurus pajak,0
,1
baik,1
tau kalau lapor spt tahun wajib pernah mau lapor cara lapor nya ribet banget kalau orang paham bener pokok bukan ga mau lapor baik cara mudah sosialisasi nya ga ada mudah2an baik dirjen pajak,0
nunggu kode verifikasi e filling web lama bener gilir kode dah dapet malah sesi akhir tingkat lah servernya,0
validasi lama tengah hr gk maju udh update gak bisa datang kantor cmn ksh brosur trus sruh pulang gak angin cara2nya,1
pajak wajib lapor tak kena denda sistem dipersukit kena denda rakyatkecilbertanya,0
hapus aja aplikasinyaa layan online sihuk terus gak membantuu,0
ujung2nya lapor online via web,1
paling bantu,1
mau validasi data refresh ulang tetap gagal aplikasi kes siap,0
bagus,1
,1
warga negara wajib pajak,1
pelajarin dulu,1
b buka,0
mau bayar pajak sulit gak bayar tagih mohon buat simpel saja kaya login facebook kalau lupa efin punya efin langsung lewat aplikasi gak usah repot datang kantor aplikasi udah oke cuma cara aja sulit segera tambah saran saya bayar pajak tak perlu datang kantor ngambil efin doang terimakasih,0
hidup makin susah ajah bikin npwp ga pernah hasil susah jdi rakyat indonesia,0
bagus mudah kok gk ribet ribet amat daftar online sampe kartu sampe tangan lancar hambat tapi suka kesel sama ni aplikasi suka log out sendiri untuk efin cuma tinggal email aja efin kirim bentuk file pdf semua urus online daftar sampe tuntas the best ku soal gk perlu kantor lagi yg ngeluh mungkin cuma kurang paham aja,1
aplikasi benar bagus cuma waktu daftar masuk data diri pribadi selalu masalah servernya dan data lengkap klik validasi data nya gak kayak cuma loading terus sama login waktu masuk kode captcha-nya padahal benar next selalu suruh ulang salah jadi kali masuk kode captcha-nya tolong segera baik aplikasi umkm sangat butuh terimakasih,0
sangat mudah,1
sangat ribet padahal cuma mau bayar bukan mau ngmbil padahal udah sadar mau bayar pajak,0
1 untuk teman2 susah loging pasti masuk nomor npwp jumlah angka 15 digit guna tanda titik tanda strip kurang 2 pasu no npwp cocok nomor npwp masuk nomor npwp yg kartu anda 3 masuk kode sandi pasword anda trus pencet login banyak kasus yg susah login aplikasi karna kurang pasu jumlah digit kolom nomor npwp,1
akses nya koq cepat kilat ya gak yg nya,1
lupa password gak kirim tuh kode verifikasi sampek hafal npwp efin gr sering masukin baik apknya 2018 padahal baik aja nih aplikasi,0
wajib lapor pajak pa ngelapor malah sulit,0
mau lapor pajak susah ya nanti gak lapor salah saya sangat sayang bayar usaha suruh lapor lagi sangat terlalu berbelit2 nih masalah paja ini tolong pengertianya perhati keluh masyrakat taat ini saya harap bikin mudah biar masyrakat awam mudah menggunakanya,0
offline ribet cuek bgt pegawai da gtu d suruh online dulu gilir online down mulu servernya udah gtu dm g d respon gin klo telat denda hadeeh gin birokrasi plat merah,0
gx e-filling yah,0
bayar lapor balik,0
aplikasi bobrok bantu sama sekali,0
mantap,1
aplikasi tolol kek buat,0
,1
,1
mau masuk login aja susah banget minta kode ferifikasi lewat email gak kirim ganti selang minta kode ferifikasi pertama baru muncul akhir kan kode kadaluarsa gak buat login minta kode tiga yanng dua bari kasih gitu ro sampe minta kode ferifikasi 10 kali ngapaiin coba gitu aja sulit mohon segera follow up nya sat set,0
